,ID,Module ID,Code
└  FI 07n. User Fitlers - Afdeling + Support list,102000001046,102000001046,
└  FI 07p. User Filters - Accounts Active SS,102000001060,102000001060,
└  FI 07q. User Filters -Kostensoort,102000001061,102000001061,
└  FI 07r. User Filters - Thema L3++ & Afdeling,102000001097,102000001097,
└  FI 07s. User Filters - COEA Euros,102000001098,102000001098,
└  FI 07t. User Filters - Thema,102000001117,102000001117,
└  FI 07t. User Filters - Thema L3++,102000001219,102000001219,
└ FI 07u. User Filters - MJP Drivers L6 - Budget,102000001119,102000001119,
└ FI 07v. User Filters - KPI_Afdelingen,102000001125,102000001125,
└ FI 07w. User Filters - Dummy Afdelingen,102000001137,102000001137,
└ FI 07x. User Filters - Allocation Thema/Afdeling/COEA,102000001144,102000001144,
└ FI 07y. User Filters - Allocation Activiteiten/Afd./COEA,102000001145,102000001145,
└ FI 07z. User Filters - Inflation Selection IP10d,102000001226,102000001226,
└ FI 07aa. User Filters - Inflation List Selection,102000001231,102000001231,
└ FI 07ab. User Filters - Inflation Selection RP20,102000001228,102000001228,
└ FI 07ac. User Filters - Suppress Zeroes RP14,102000001234,102000001234,
└ FI 07ad. User Filters - Suppress Zeroes RP13,102000001235,102000001235,
└ FI 07ae. User Filters - Suppress Zeroes CA 35c,102000001252,102000001252,
└ FI 07af. User Filters - Suppress Zeroes IP 10a NEW,102000001292,102000001292,
└ FI 07ag. User Filters - Suppress Zeroes OPEX,102000001277,102000001277,
└ FI 07ah. User Filters - Suppress Zeroes CAPEX,102000001301,102000001301,
└ FI 07ai. User Filters - Activiteit_kostenplaats,102000001286,102000001286,
└ FI 07aj. User Filters - Suppress Zeroes RP15,102000001321,102000001321,
└ FI 07ak. User Filters - Suppress Zeroes IP 35,102000001324,102000001324,
└ FI 07al. User Filters - Suppress Zeroes RP 29,102000001355,102000001355,
└ FI 07am. Suppress Zeroes CA 35e.,102000001357,102000001357,
└ FI 07an. User Filters MJP Versions - COEA-MJP-ACC,102000001370,102000001370,
└ FI 07ba. User Filters - Rekeningcategorie,102000001281,102000001281,
└ FI 07bb. User Filters - OPEX Type,102000001318,102000001318,
└ FI 07bc. User Filters - Product,102000001319,102000001319,
└ FI 07bd. User Filters - Regio,102000001320,102000001320,
FI 09. Driver DB Filter,102000000945,102000000945,
FI 11. Activiteit L4 +,102000000997,102000000997,
FI 16. Filter Prestatiesoort,102000001372,102000001372,
FI 15. Netverder dashboarding,102000001184,102000001184,
⠀⠀⠀       ◼️ Information Modules,102000000012,102000000012,
IM 99. Lookup lists,102000000705,102000000705,
IM 00. Images,102000000207,102000000207,
IM 00. Trainingen,102000001130,102000001130,
IM 01. Account L12,102000000022,102000000022,
'IM 01. Account L12'.'IM 01.1 Create Account L12 Active SS',312000000000,102000000022,
'IM 01. Account L12'.'IM 01.2 Create Account L12 Budget SS',312000000001,102000000022,
'IM 01. Account L12'.'IM 01.3 Clean Account L12 SS',312000000002,102000000022,
'IM 01. Account L12'.'IM01.4 Create SS - Account L12 - Allocation',312000000003,102000000022,
└ IM 01a. Account L12 - used,102000000009,102000000009,
'└ IM 01a. Account L12 - used'.'V17 └ IM 01.a Account L12 - used',274000000000,102000000009,
'└ IM 01a. Account L12 - used'.Saved view IC subset,274000000002,102000000009,
'└ IM 01a. Account L12 - used'.'SS.07 Create IC Dummy',274000000003,102000000009,
'└ IM 01a. Account L12 - used'.'TEMP Create Used Acc list for DB/TS',274000000004,102000000009,
IM 04. Entiteit,102000000026,102000000026,
'IM 04. Entiteit'.Saved view subset E code,342000000000,102000000026,
'IM 04. Entiteit'.'Export List to FSP 2.0',342000000001,102000000026,
IM 05a. Afdelingsgroep,102000000027,102000000027,
'IM 05a. Afdelingsgroep'.'IM 05a. Afdelingsgroep update code',346000000000,102000000027,
'IM 05a. Afdelingsgroep'.'Export list to FSP 2.0',346000000001,102000000027,
'IM 05a. Afdelingsgroep'.'Export flat list to FSP 2.0',346000000002,102000000027,
IM 05b. Afdeling - Do not use,102000000973,102000000973,
'IM 05b. Afdeling - Do not use'.'IM 05b.1 Afdeling code update',2593000000000,102000000973,
'IM 05b. Afdeling - Do not use'.'Export to FSP 2.0',2593000000001,102000000973,
'IM 05b. Afdeling - Do not use'.'Export flat list to FSP 2.0',2593000000002,102000000973,
IM 05c. Subafdeling,102000000971,102000000971,
'IM 05c. Subafdeling'.'IM 05c. Subafdeling - Import subset OPS',2587000000001,102000000971,
'IM 05c. Subafdeling'.'IM 05c. Subafdeling - Import subafdeling ops',2587000000002,102000000971,
IM 06b. SS Budget MJP Kostenplaats,102000001121,102000001121,
IM 07. Import Scenario's,102000000030,102000000030,
IM 08. Product,102000000032,102000000032,
IM 09. FTE Type L1,102000000034,102000000034,
IM 10. FTE Type L2,102000000035,102000000035,
IM 13. Afdeling L5,102000000095,102000000095,
'IM 13. Afdeling L5'.'Import SS DB/TS',509000000001,102000000095,
'IM 13. Afdeling L5'.Import SS Budget,509000000002,102000000095,
'IM 13. Afdeling L5'.Import SS IC?,509000000003,102000000095,
'IM 13. Afdeling L5'.'SV1 Flat list to FSP2.0',509000000004,102000000095,
'IM 13. Afdeling L5'.'SV2 Hierarchy to FSP2.0',509000000005,102000000095,
IM 14. Risico's  & Kansen,102000000695,102000000695,
IM 15. Risico & Kansen soorten,102000000697,102000000697,
IM 16. Users,102000000699,102000000699,
'IM 16. Users'.'V01. Import Users platte lijst',1907000000000,102000000699,
IM 18. KPI Informatie,102000000715,102000000715,
'IM 18. KPI Informatie'.'IM 46. KPI Informatie - KPI Export',1956000000000,102000000715,
'IM 18. KPI Informatie'.'V01. IM 46. KPI Informatie - Export KPI''s',1956000000001,102000000715,
IM 19. DB/TS Items,102000001206,102000001206,
'IM 19. DB/TS Items'.'IM 19.1 Export DB/TS Items to AAC x UMD',3164000000000,102000001206,
MA 13. R&K Mapping,102000000724,102000000724,
IM 19. COEA,102000000756,102000000756,
IM 20. COEA-KP-ACC,102000000757,102000000757,
'IM 20. COEA-KP-ACC'.'SV 1- Master Data budget',2055000000000,102000000757,
IM 24. Dummy Afdelingen,102000000789,102000000789,
IM 26. SIP Planvarianten,102000000875,102000000875,
IM 27. Thema L3 Verrijking,102000000892,102000000892,
IM 29. User filter,102000000104,102000000104,
IM 33. Rekeningcategorie,102000000955,102000000955,
IM 34. SIP Activiteit L4,102000000961,102000000961,
'IM 34. SIP Activiteit L4'.'01.11 Create L SIP Activiteit L4 + from M IM 34',2555000000000,102000000961,
IM 35. SIP Subactiviteit L5,102000000962,102000000962,
IM 36. SIP Subactiviteit L6,102000000963,102000000963,
IM 37. SIP Activiteit L4 +,102000000975,102000000975,
IM 38. Tafel L2,102000000989,102000000989,
IM 39. Thema L3,102000001004,102000001004,
'IM 39. Thema L3'.'IM 39.1 Thema L3+ creation',2674000000000,102000001004,
IM 40 Thema L3+,102000001079,102000001079,
IM 41. Thema L3 ++,102000001005,102000001005,
'IM 41. Thema L3 ++'.'L3+04. SIP Thema L3++ Creation from IM 41.',2676000000000,102000001005,
IM 42. SPIN KPI's,102000001029,102000001029,
IM 43. KPI_Afdeling,102000001031,102000001031,
'IM 43. KPI_Afdeling'.Update user codes,2749000000001,102000001031,
'IM 43. KPI_Afdeling'.Update SPIN codes,2749000000002,102000001031,
IM 44 LIS (CA 24) Kostencategorieen voor Uurtariefen,102000001147,102000001147,
IM 45 LIS (CA 24) Kostencategorieen voor Uurtariefen no time,102000001369,102000001369,
IM 46. Regio,102000001362,102000001362,
IM 47. Prestatiesoorten,102000001284,102000001284,
IM 52. LIS Budgetitems,102000000771,102000000771,
IM 59. Datum proces run,102000000889,102000000889,
IM 60. Period dummy values,102000000936,102000000936,
IM 61. IKT items,102000001323,102000001323,
'IM 61. IKT items'.Export IKT items to FSP,3424000000000,102000001323,
IM 62 Kostenplaats,102000000943,102000000943,
'IM 62 Kostenplaats'.'IM 62.1 Kostenplaats Create Active SS',2508000000000,102000000943,
'IM 62 Kostenplaats'.'IM 62.2 Kostenplaats Create Budget SS',2508000000001,102000000943,
'IM 62 Kostenplaats'.'IM 62.3 Clean Kostenplaats SS',2508000000002,102000000943,
'IM 62 Kostenplaats'.'SS. 12 clear SS kostenplaatsen',2508000000003,102000000943,
IM 63. DB/TS,102000000978,102000000978,
'IM 63. DB/TS'.'AAC 01. Export TS List',2612000000001,102000000978,
IM 64. Eenheid,102000001019,102000001019,
IM 65. Activiteit L4+_Kostenplaats,102000001172,102000001172,
IM 99. Afdelingskosten Split,102000000934,102000000934,
IM 66. OPEX/CAPEX,102000001196,102000001196,
IM 67. LIS (IP 10d) Waarde Selectie,102000001227,102000001227,
IM 68. LIS (RP 20) Waarde Selectie,102000001229,102000001229,
IM 69. Inflatie,102000001354,102000001354,
IM 70. Kostensoort (Inflatie Mapping),102000000119,102000000119,
IM 71. Support List Dep,102000000328,102000000328,
IM 72. IAS 16 Inflatie,102000001011,102000001011,
IM 73. Mapping DA 45 -> Kostencategorie,102000000896,102000000896,
IM 74. LIS CA21 Mappings,102000000993,102000000993,
IM 75. LIS CA23 Mappings,102000001016,102000001016,
IM 76. Grouping SAP BPC to COEA,102000000937,102000000937,
IM 77. UMDT Items to CA21 SS & CA 23 SS,102000001078,102000001078,
⠀⠀⠀       ◼️ Mapping Modules,102000000105,102000000105,
== Keep ==,102000001359,102000001359,
MA 01. SPIN -  Organisatie -> Afdeling L5,102000001028,102000001028,
MA 02. Mapping Thema verrijking -> SIP,102000000843,102000000843,
MA 03. LIS DA04 to Rekeningcategorie,102000001023,102000001023,
MA 04. Mapping Rekeningcategorie naar COEA,102000000752,102000000752,
MA 05. Automatische allocatie,102000001280,102000001280,
MA 06. NEW. COEA -> Rekeningcategorie,102000001255,102000001255,
MA 07. Kostenplaats L7 Aggregation mapping - Version based,102000001243,102000001243,
MA 08. Acount L12 aggregation mapping,102000000940,102000000940,
'MA 08. Acount L12 aggregation mapping'.'Adm. dashboard view',2502000000001,102000000940,
'MA 08. Acount L12 aggregation mapping'.'MA 51. Acount L12 Copy input data',2502000000002,102000000940,
MA 09. Account L12 aggregation mapping - Version based,102000001242,102000001242,
MA 10. Afdeling op Thema's of Activiteiten,102000001013,102000001013,
MA 11. Afdeling op L3++,102000001091,102000001091,
MA 12.  Afdeling op L4+,102000001106,102000001106,
== Adjust ==,102000001360,102000001360,
MA 15. COEA -> Rekeningcategorie,102000000946,102000000946,
'MA 15. COEA -> Rekeningcategorie'.Export inputs to new module,2517000000001,102000000946,
MA 58. UMD to Toeslag Indirect,102000001083,102000001083,
MA 59.TS -> CA22a,102000001133,102000001133,
MA 61. Kostenplaats L7 Aggregation mapping,102000001148,102000001148,
'MA 61. Kostenplaats L7 Aggregation mapping'.'Adm. dashboard view',3020000000001,102000001148,
'MA 61. Kostenplaats L7 Aggregation mapping'.'MA 61. Kostenplaats L7 Copy input data',3020000000002,102000001148,
MA 62. Dummy IC,102000001166,102000001166,
MA 63. LIS (CA 29) MJP to rekeningcategorie,102000001190,102000001190,
MA 63 LIS CA22a to DB/TS Items,102000001186,102000001186,
MA 64 LIS CA 29 to Rekeningcategorie,102000001211,102000001211,
MA 60. LIS (CA 29) MJP to LIS (DA 04) cumulative,102000001138,102000001138,
MA 66. LIS CA 24 KC voor Uurtariefen,102000001346,102000001346,
⠀⠀⠀       ◼️ Settings,102000000014,102000000014,
SET 01. Import Scenario Settings,102000000005,102000000005,
└ SET 01a. Import Scenario Settings Monthly,102000000702,102000000702,
└ SET 01b. Import Scenario Dashboard Settings,102000000794,102000000794,
└ SET 01c. Import Scenatio Dashboard Settings Monthly,102000001115,102000001115,
SET 02. Tijd Settings - Maand,102000000709,102000000709,
SE 02. Filter Settings Staven,102000000110,102000000110,
SET 03. Tijd Settings - Jaar,102000000867,102000000867,
SE 03. Budget settings,102000000764,102000000764,
SET 04. Datum Settings,102000000890,102000000890,
'SET 04. Datum Settings'.Export huidige datum,2383000000000,102000000890,
SET 04. Datum vandaag (Cloudworks),102000000888,102000000888,
'SET 04. Datum vandaag (Cloudworks)'.'DATE.01 MAIN datum',2379000000000,102000000888,
'SET 04. Datum vandaag (Cloudworks)'.'DATE.02 BACKUP datum',2379000000001,102000000888,
'SET 04. Datum vandaag (Cloudworks)'.'DATE.03 Datum proces run Import SIP',2379000000006,102000000888,
'SET 04. Datum vandaag (Cloudworks)'.'DATE.04 Datum proces run Update Organisatie Structuur',2379000000007,102000000888,
'SET 04. Datum vandaag (Cloudworks)'.'DATE.05 Datum proces run Update Parameters',2379000000008,102000000888,
'SET 04. Datum vandaag (Cloudworks)'.'DATE.06 Datum proces run Update Account lijst',2379000000009,102000000888,
'SET 04. Datum vandaag (Cloudworks)'.'DATE.07 Datum proces run from Update Hierarchies',2379000000010,102000000888,
SET 05. MJP Version Control,102000000069,102000000069,
'SET 05. MJP Version Control'.'V13 IM 24. FSP Version Control',441000000000,102000000069,
'SET 05. MJP Version Control'.'Export MJP Versions to FSP 2.0',441000000001,102000000069,
SET 06. Version copy control,102000001113,102000001113,
SET 07. Tijd x Version,102000001127,102000001127,
SET 08. Tijd x Version x Dummy,102000001153,102000001153,
SET 09. Dummy x Tijd x Version,102000001154,102000001154,
DC 00. Data Checks,102000001302,102000001302,
⠀⠀⠀       ◼️ Export modules,102000000882,102000000882,
EX 01. Export plan to FSP,102000001296,102000001296,
'EX 01. Export plan to FSP'.'SV 1 - EX 01. Export plan to FSP 2.0',3361000000000,102000001296,
'EX 01. Export plan to FSP'.'SV 2 - EX 01. Export plan to FSP Totals',3361000000001,102000001296,
└EX 01a. Export netverliezen to FSP,102000001300,102000001300,
'└EX 01a. Export netverliezen to FSP'.'SV 1 - EX01a netverliezen to FSP',3369000000000,102000001300,
└EX 01b. Export IKT Data  to FSP,102000001306,102000001306,
'└EX 01b. Export IKT Data  to FSP'.Export IKT Data  to FSP,3385000000000,102000001306,
└EX 01c. Export IKT growth  to FSP,102000001311,102000001311,
'└EX 01c. Export IKT growth  to FSP'.Export IKT growth  to FSP,3399000000000,102000001311,
└EX 01d. Export Tafel/Thema to FSP,102000001328,102000001328,
'└EX 01d. Export Tafel/Thema to FSP'.'SV: EX 01d. Export Tafel/Thema to FSP',3435000000000,102000001328,
'└EX 01d. Export Tafel/Thema to FSP'.'EX 01d.1 Update M: FSP 2.0 LO 09.',3435000000001,102000001328,
EX 02. Export plan to Powerapps financieel,102000001065,102000001065,
EX 03. Export plan to Powerapps formatie,102000001066,102000001066,
EX 04. Export plan to SAP financieel,102000001129,102000001129,
EX 05. DB/TS export to AACxUMD,102000001205,102000001205,
'EX 05. DB/TS export to AACxUMD'.'EX 05.1 TS export to AACxUMD',3162000000001,102000001205,
EX 06. Export inflatie to Datahub,102000001223,102000001223,
'EX 06. Export inflatie to Datahub'.'EX 06.1 Export inflatie to Datahub',3198000000000,102000001223,
'EX 06. Export inflatie to Datahub'.'EX 06.2 Export inflatie ZC to Datahub',3198000000001,102000001223,
'EX 06. Export inflatie to Datahub'.'Export to FSP 2.0 (Temporary)',3198000000002,102000001223,
EX 07. Uurtarief export to Data Hub Subafdeling,102000001325,102000001325,
'EX 07. Uurtarief export to Data Hub Subafdeling'.'EX 07.1 Uurtarief export to Data Hub',3429000000000,102000001325,
EX 08. Uurtarief export to Data Hub Afdeling,102000001326,102000001326,
'EX 08. Uurtarief export to Data Hub Afdeling'.'EX 08.1 Uurtarief export to Data Hub Afdeling',3431000000000,102000001326,
EX 09. Export Directe Toeslagen to AACx UMD,102000001331,102000001331,
'EX 09. Export Directe Toeslagen to AACx UMD'.'EX 09.1 Export Directe Toeslagen to AACx UMD',3441000000000,102000001331,
EX xx. Export plan to FSP,102000000876,102000000876,
'EX xx. Export plan to FSP'.'V01 Export MJP -> FSP',2351000000001,102000000876,
└EX 01a. Export plan to FSP - BAK,102000001194,102000001194,
└EX 01b. Export plan to FSP - % Personeelkosten,102000001197,102000001197,
'└EX 01b. Export plan to FSP - % Personeelkosten'.'└EX 01b. Export plan to FSP - % Personeelkosten - Export FSP',3146000000000,102000001197,
⠀⠀⠀       ◼️ Security Modules,102000000124,102000000124,
SEC 00. Access,102000001109,102000001109,
SEC 01. Version Access,102000000167,102000000167,
SEC 02. COEA/Kosten Access,102000000808,102000000808,
SEC 03. Subset Account L12 - Budget Access,102000000906,102000000906,
SEC 04. IC Afdelingen Access,102000000788,102000000788,
⠀⠀⠀       ◼️ TBD,102000001366,102000001366,
└ IM 01b. Account L12 - budget (TBD),102000000826,102000000826,
MA 05. Mapping Afdeling directeuren (Delete After Action),102000000782,102000000782,
MA 09. Mapping OPEX/CAPEX en COEA (Delete After Action),102000000866,102000000866,
MA 10. Kostencategorieen <> subset (DAA),102000000877,102000000877,
MA 14. Mapping IC code en Organization L3 (DAA),102000000924,102000000924,
